employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,avg_training_score
15563,Sales & Marketing,region_7,,m,other,1,38,3,7,51
17580,Technology,region_2,Master's & above,m,other,1,50,4,17,80
55993,Operations,region_22,,m,sourcing,1,27,4,3,60
56380,Sales & Marketing,region_2,,m,sourcing,1,42,3,14,46
77081,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,32,3,5,51
15187,Finance,region_27,Bachelor's,m,other,1,26,3,2,64
65221,Operations,region_2,Bachelor's,f,sourcing,2,27,4,2,57
3105,Sales & Marketing,region_22,Bachelor's,m,other,1,20,5,2,44
1094,Operations,region_21,Bachelor's,f,other,1,30,4,6,58
42628,Sales & Marketing,region_2,,m,sourcing,1,22,2,2,47
50652,Operations,region_30,Bachelor's,f,sourcing,1,35,3,3,58
45424,Sales & Marketing,region_2,,m,sourcing,1,25,,1,49
64809,Analytics,region_22,Bachelor's,m,sourcing,1,28,4,5,87
48866,Finance,region_2,Bachelor's,m,other,1,29,,1,62
43578,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,41,4,5,49
37402,Operations,region_7,Bachelor's,m,sourcing,1,31,4,7,60
55268,Procurement,region_31,Master's & above,m,sourcing,1,42,3,6,73
22553,Finance,region_13,Master's & above,m,other,3,33,3,4,55
40416,Legal,region_22,Bachelor's,m,sourcing,1,28,5,4,91
39353,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,36,3,4,51
17454,Sales & Marketing,region_2,,m,other,1,34,3,4,48
9953,Sales & Marketing,region_2,Bachelor's,f,other,1,29,5,5,49
59615,Sales & Marketing,region_22,Bachelor's,f,other,1,38,1,11,50
10330,Analytics,region_11,Master's & above,m,sourcing,1,32,3,5,84
75928,Analytics,region_8,Bachelor's,m,other,1,38,5,9,88
50946,Analytics,region_30,Bachelor's,m,other,2,28,3,2,87
35469,Operations,region_26,Bachelor's,f,other,1,29,2,5,58
11755,Operations,region_2,Bachelor's,f,sourcing,1,50,4,4,57
8588,Operations,region_13,Bachelor's,m,other,1,31,1,6,58
64902,Analytics,region_13,Master's & above,m,other,1,34,1,3,84
10290,Operations,region_26,Bachelor's,f,sourcing,1,33,4,7,61
69439,Procurement,region_2,,f,other,1,47,4,15,72
43257,Procurement,region_27,Master's & above,m,sourcing,1,38,5,13,67
41927,Finance,region_31,Bachelor's,m,sourcing,1,29,4,6,60
20981,Procurement,region_15,Bachelor's,f,other,1,40,3,7,69
77562,Procurement,region_17,Master's & above,f,other,2,35,3,4,65
23890,Technology,region_22,Bachelor's,m,other,1,31,4,3,81
59925,Sales & Marketing,region_10,Master's & above,m,other,1,30,4,2,49
55146,Operations,region_19,Bachelor's,m,other,1,45,5,13,62
24634,HR,region_7,Master's & above,m,other,1,39,5,9,47
47504,Operations,region_7,Bachelor's,m,sourcing,1,35,5,10,62
75122,Operations,region_2,Bachelor's,m,other,1,54,5,17,57
64041,Technology,region_27,Bachelor's,f,other,2,26,3,3,85
5955,Technology,region_5,Bachelor's,m,sourcing,1,30,1,2,83
32483,Operations,region_2,Bachelor's,m,other,1,36,3,2,55
56698,Technology,region_27,Bachelor's,m,other,1,29,5,4,77
6547,Sales & Marketing,region_22,Bachelor's,m,other,1,29,,1,55
1502,R&D,region_4,Master's & above,m,sourcing,1,37,4,2,84
66259,Operations,region_16,Bachelor's,m,other,1,37,3,2,59
23766,Analytics,region_10,Bachelor's,m,other,1,27,3,2,82
51390,Technology,region_7,Bachelor's,m,other,1,29,4,3,83
72914,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,37,3,8,49
64739,Sales & Marketing,region_26,Bachelor's,m,sourcing,3,40,3,10,51
21153,Technology,region_7,Master's & above,m,sourcing,1,37,3,10,81
41632,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,33,3,9,47
53041,Operations,region_15,,m,other,1,30,4,2,64
11480,Sales & Marketing,region_21,,m,sourcing,1,33,3,7,49
3666,Sales & Marketing,region_17,Bachelor's,m,other,1,26,3,3,43
68914,Operations,region_25,Bachelor's,f,sourcing,1,27,5,3,60
10105,Operations,region_19,Bachelor's,m,other,1,36,4,4,58
54417,R&D,region_22,Master's & above,m,other,2,33,3,9,90
17485,Procurement,region_2,Master's & above,m,sourcing,1,44,1,5,74
63485,Procurement,region_14,Bachelor's,f,other,1,29,5,2,70
33678,Sales & Marketing,region_15,Master's & above,m,other,2,35,3,3,53
21026,Technology,region_27,Bachelor's,m,other,1,44,1,4,79
20407,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,29,3,6,47
68933,Operations,region_14,Bachelor's,m,sourcing,1,30,3,2,58
7866,Procurement,region_2,Master's & above,f,other,1,40,5,11,72
51363,Analytics,region_31,Master's & above,m,other,1,37,3,9,83
37310,Sales & Marketing,region_11,Bachelor's,m,other,1,24,,1,45
38712,Operations,region_7,Master's & above,m,other,1,38,3,4,64
24250,Operations,region_22,Master's & above,f,other,1,50,4,17,59
73208,Sales & Marketing,region_2,Master's & above,m,other,1,37,1,12,48
4022,Analytics,region_14,Bachelor's,m,sourcing,1,27,5,4,81
6411,Operations,region_32,Bachelor's,m,other,1,35,3,6,74
69607,Operations,region_20,Master's & above,f,other,1,33,5,3,75
72483,Sales & Marketing,region_11,Bachelor's,m,other,1,24,1,2,47
13350,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,25,,1,50
15192,Technology,region_22,Master's & above,m,other,1,43,1,12,78
66704,Sales & Marketing,region_31,Bachelor's,m,other,1,33,5,3,52
60756,Procurement,region_10,Master's & above,f,other,1,45,3,17,73
36333,Sales & Marketing,region_19,Bachelor's,m,sourcing,3,35,4,7,51
15436,Procurement,region_7,Bachelor's,f,other,2,40,3,10,70
46344,Operations,region_26,Bachelor's,m,other,1,28,3,4,90
11910,Procurement,region_2,Bachelor's,m,other,1,36,4,9,63
19336,Operations,region_4,Bachelor's,m,other,1,40,,1,62
22213,Procurement,region_34,Bachelor's,m,other,1,28,3,5,68
54450,HR,region_25,Bachelor's,f,other,1,26,3,2,50
28980,Procurement,region_15,Master's & above,f,sourcing,1,35,1,10,67
33601,Operations,region_2,Master's & above,m,other,1,42,5,12,74
56936,Operations,region_15,Bachelor's,f,other,1,33,4,5,57
64345,Sales & Marketing,region_22,Master's & above,m,sourcing,1,46,4,5,47
20309,Finance,region_13,Master's & above,m,other,2,33,5,7,57
21959,Technology,region_22,Bachelor's,m,other,1,24,,1,82
34467,Procurement,region_8,Master's & above,f,other,1,31,3,5,67
12221,HR,region_15,Bachelor's,m,other,1,30,3,7,44
22778,Sales & Marketing,region_13,Bachelor's,m,other,1,34,2,8,49
71875,Analytics,region_21,Bachelor's,m,other,1,26,3,3,87
181,Legal,region_2,Bachelor's,m,sourcing,1,43,5,6,58
13901,Sales & Marketing,region_4,Master's & above,f,other,1,36,4,3,48
29067,Operations,region_2,Bachelor's,f,sourcing,1,33,4,9,55
22425,Operations,region_10,Bachelor's,f,other,2,31,,1,58
26558,Technology,region_7,Master's & above,m,sourcing,1,47,5,15,80
31777,Sales & Marketing,region_2,Master's & above,m,other,2,36,5,4,49
60992,Procurement,region_11,Bachelor's,m,sourcing,1,36,5,8,67
54607,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,47,3,11,50
35201,Technology,region_4,Master's & above,m,sourcing,1,42,4,3,83
59719,Operations,region_14,Bachelor's,m,sourcing,1,41,3,3,62
11104,Procurement,region_22,Bachelor's,m,referred,3,27,5,3,67
49810,Analytics,region_3,Bachelor's,m,other,2,30,3,2,84
35790,R&D,region_2,Bachelor's,m,sourcing,2,33,5,10,85
40170,Analytics,region_11,Bachelor's,m,other,2,26,5,3,82
13742,Operations,region_2,Bachelor's,m,sourcing,1,30,4,4,57
22654,Operations,region_14,Bachelor's,m,other,1,32,1,3,58
54593,Analytics,region_22,,f,sourcing,1,29,1,2,86
10676,Technology,region_31,Bachelor's,f,sourcing,1,32,3,4,77
43696,Sales & Marketing,region_2,,f,sourcing,1,33,1,6,49
415,Operations,region_27,Bachelor's,f,sourcing,2,28,5,3,60
50537,Technology,region_2,Bachelor's,m,sourcing,1,30,3,6,81
19443,Procurement,region_2,Below Secondary,m,sourcing,2,22,,1,70
50237,Finance,region_2,Below Secondary,m,sourcing,2,25,,1,61
26609,Operations,region_2,Bachelor's,m,sourcing,1,55,3,4,54
18739,Procurement,region_19,Bachelor's,m,other,1,38,3,5,71
14194,Operations,region_7,Master's & above,f,other,1,55,5,14,93
31998,Sales & Marketing,region_23,Master's & above,m,sourcing,2,35,1,5,47
68410,Sales & Marketing,region_2,Bachelor's,m,other,1,29,4,2,58
59511,Sales & Marketing,region_26,Bachelor's,m,other,2,34,3,3,52
41326,Procurement,region_12,Bachelor's,m,sourcing,1,29,5,2,74
30387,Analytics,region_32,Bachelor's,m,sourcing,1,27,5,3,78
37823,Procurement,region_2,Bachelor's,m,sourcing,1,47,2,18,71
25982,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,53,4,7,50
21358,Procurement,region_17,Bachelor's,m,other,1,27,,1,68
57509,Operations,region_29,Bachelor's,m,other,1,31,3,5,69
31377,Operations,region_7,Bachelor's,f,sourcing,1,38,4,3,62
36038,Analytics,region_16,Bachelor's,m,other,1,26,4,4,88
28713,Analytics,region_7,Bachelor's,f,other,1,34,1,4,86
19744,Analytics,region_22,Bachelor's,m,sourcing,2,28,3,6,88
55928,Sales & Marketing,region_13,Bachelor's,m,other,1,46,5,16,51
31749,Legal,region_2,Master's & above,m,other,1,45,1,15,63
7941,Analytics,region_2,Bachelor's,m,other,2,34,3,7,85
8255,Finance,region_27,Bachelor's,f,other,1,28,4,6,72
39861,HR,region_2,Bachelor's,f,sourcing,1,40,1,11,50
10378,Finance,region_23,Master's & above,m,sourcing,3,36,3,7,58
3905,Analytics,region_7,Master's & above,m,other,1,42,4,6,87
37359,Sales & Marketing,region_22,Master's & above,m,sourcing,2,36,1,10,45
23546,Procurement,region_7,Bachelor's,f,sourcing,1,33,1,6,69
75483,Technology,region_1,Master's & above,f,sourcing,1,36,2,5,77
50961,Sales & Marketing,region_10,Master's & above,m,sourcing,1,34,1,7,46
82,Sales & Marketing,region_13,Master's & above,m,other,1,49,4,5,51
61244,Technology,region_16,Bachelor's,f,other,1,33,3,5,81
19859,Procurement,region_11,Master's & above,f,other,1,38,5,4,67
10260,Sales & Marketing,region_32,,m,other,1,28,1,5,47
64373,Sales & Marketing,region_19,Bachelor's,m,sourcing,2,46,4,8,51
62436,Operations,region_34,Bachelor's,m,sourcing,1,29,,1,64
20739,Analytics,region_22,Bachelor's,m,other,2,24,,1,83
10043,Operations,region_13,Master's & above,m,other,1,52,5,17,70
18640,Technology,region_23,Bachelor's,m,sourcing,1,31,5,6,93
59299,Operations,region_22,Bachelor's,m,other,1,42,4,14,61
24531,Operations,region_5,Master's & above,m,other,1,39,3,10,58
72844,Finance,region_2,Bachelor's,f,other,1,28,4,6,61
59212,Sales & Marketing,region_22,Bachelor's,f,other,1,41,3,8,52
1365,HR,region_2,Bachelor's,m,other,1,44,3,16,48
56898,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,3,4,46
75734,Analytics,region_27,Bachelor's,m,other,1,29,5,3,86
57182,HR,region_26,Bachelor's,f,sourcing,1,27,,1,48
75283,Sales & Marketing,region_19,,m,sourcing,1,34,3,6,49
8249,Finance,region_22,Bachelor's,f,other,1,26,,1,58
53531,Operations,region_2,Master's & above,m,sourcing,1,53,3,11,60
40862,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,27,1,4,48
1083,Analytics,region_31,Bachelor's,m,other,1,37,3,6,83
75994,Operations,region_26,Master's & above,f,sourcing,1,32,4,6,59
76167,Analytics,region_26,Bachelor's,m,other,1,32,3,7,86
61330,Sales & Marketing,region_2,Master's & above,m,other,2,37,3,3,53
77524,Sales & Marketing,region_22,Bachelor's,m,other,1,48,4,3,52
75714,Sales & Marketing,region_13,Bachelor's,m,other,1,32,4,3,55
26588,Operations,region_7,Master's & above,m,sourcing,2,34,4,10,60
18532,HR,region_2,Bachelor's,m,other,1,31,3,2,48
37620,Sales & Marketing,region_10,Master's & above,m,other,1,32,4,3,48
44010,Procurement,region_2,Master's & above,m,other,1,45,1,3,70
36990,Sales & Marketing,region_2,Bachelor's,f,other,2,35,1,7,48
36140,Sales & Marketing,region_4,Master's & above,m,sourcing,1,34,4,6,50
60899,Procurement,region_4,Master's & above,m,sourcing,1,55,4,10,68
27390,Technology,region_33,Bachelor's,m,sourcing,1,48,3,6,81
58054,Sales & Marketing,region_23,Master's & above,m,other,1,35,5,6,49
32807,Analytics,region_29,Bachelor's,m,other,2,32,1,7,87
28737,HR,region_22,Master's & above,m,other,1,39,3,4,46
65681,R&D,region_25,Master's & above,m,other,1,34,5,10,88
50906,Technology,region_7,Bachelor's,m,other,1,24,,1,76
65503,Finance,region_27,Bachelor's,m,sourcing,1,31,3,5,57
48535,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,28,4,8,47
27930,Operations,region_5,Bachelor's,f,sourcing,1,33,3,4,63
38789,Sales & Marketing,region_4,Bachelor's,f,other,1,33,4,3,49
31674,Procurement,region_9,Bachelor's,m,sourcing,1,27,1,3,71
27757,Sales & Marketing,region_2,,m,other,2,34,3,6,51
42766,Procurement,region_13,Bachelor's,f,other,1,33,5,5,67
37897,HR,region_23,Bachelor's,m,other,1,32,3,4,51
69119,Operations,region_26,Bachelor's,f,other,1,34,5,5,59
5726,Operations,region_15,Bachelor's,f,other,1,32,3,6,57
52216,Procurement,region_7,Master's & above,f,sourcing,1,47,3,4,69
44275,Technology,region_2,Master's & above,f,other,2,36,2,2,81
11107,Legal,region_2,Bachelor's,m,sourcing,1,29,5,4,56
23884,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,3,3,48
26426,Technology,region_2,Bachelor's,m,referred,1,27,,1,78
29920,Analytics,region_34,Bachelor's,m,sourcing,1,28,3,5,77
15498,Procurement,region_7,Master's & above,m,sourcing,3,37,3,9,71
45328,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,5,16,52
16825,Procurement,region_13,Master's & above,m,sourcing,1,41,1,6,73
66231,Procurement,region_17,Bachelor's,m,sourcing,1,28,4,3,67
5588,Analytics,region_7,Bachelor's,m,other,1,33,5,4,85
37414,Analytics,region_15,Bachelor's,m,other,1,40,5,11,87
77673,Sales & Marketing,region_2,Bachelor's,m,other,2,58,1,6,46
4070,Sales & Marketing,region_24,Bachelor's,m,other,1,37,2,2,46
9505,Technology,region_22,Bachelor's,f,sourcing,1,29,,1,80
39253,Sales & Marketing,region_30,Bachelor's,m,other,1,32,5,4,48
41456,Analytics,region_2,Master's & above,m,sourcing,1,40,3,11,87
31058,Procurement,region_7,Bachelor's,f,other,2,28,5,2,70
38578,Operations,region_15,Bachelor's,f,sourcing,1,31,5,5,61
43795,Operations,region_15,Bachelor's,f,other,1,39,4,4,55
54678,Finance,region_7,Bachelor's,m,other,1,34,3,5,58
65031,Finance,region_22,Bachelor's,m,other,2,27,1,2,61
20992,Operations,region_2,Bachelor's,f,other,1,33,4,8,71
31580,Procurement,region_2,Bachelor's,m,other,1,51,3,6,70
58329,Technology,region_13,Master's & above,m,sourcing,1,54,3,14,79
53150,Procurement,region_2,Bachelor's,f,other,1,29,4,4,67
23235,Technology,region_2,Master's & above,f,sourcing,1,56,5,16,79
69006,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,27,3,3,51
60552,Operations,region_32,Bachelor's,m,other,1,33,3,6,56
61900,Sales & Marketing,region_15,,m,other,1,23,,1,49
16916,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,41,1,5,46
26477,Technology,region_23,Bachelor's,f,sourcing,1,33,3,5,78
76994,Sales & Marketing,region_2,,m,other,2,27,4,2,48
44827,Procurement,region_2,Bachelor's,f,other,1,56,4,24,67
59193,Sales & Marketing,region_26,,m,other,1,26,,1,48
44286,Procurement,region_23,Master's & above,m,other,2,37,3,2,70
74490,Technology,region_2,Bachelor's,f,sourcing,2,28,3,2,81
28192,Technology,region_7,Master's & above,m,referred,1,47,3,4,81
9681,Procurement,region_13,Bachelor's,m,other,1,29,,1,71
58502,Operations,region_2,Bachelor's,f,other,2,33,3,5,56
5062,Legal,region_13,Bachelor's,m,other,1,26,,1,58
17033,Operations,region_13,Bachelor's,m,sourcing,1,35,4,4,62
77867,Finance,region_23,Master's & above,m,other,1,40,5,6,56
54785,Operations,region_27,Bachelor's,f,other,1,40,3,12,61
12623,Sales & Marketing,region_22,Bachelor's,m,other,1,20,2,2,47
17622,Procurement,region_2,Bachelor's,f,other,1,40,3,6,68
43147,Operations,region_27,Master's & above,m,sourcing,1,47,3,7,61
61241,R&D,region_27,Master's & above,m,sourcing,1,33,1,8,83
50740,Sales & Marketing,region_2,Master's & above,f,other,1,37,4,3,46
8089,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,31,1,3,49
60024,Sales & Marketing,region_30,Bachelor's,m,other,1,28,,1,49
70383,Operations,region_32,Bachelor's,m,other,1,40,2,6,62
54320,Technology,region_7,Bachelor's,f,other,1,35,3,3,80
51413,Operations,region_28,Bachelor's,m,other,1,25,4,3,58
21597,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,5,3,47
49461,HR,region_2,Master's & above,m,other,1,43,5,5,53
35329,Operations,region_7,Master's & above,m,sourcing,1,32,2,7,62
60162,Operations,region_22,Bachelor's,m,sourcing,1,36,5,3,57
1242,Analytics,region_34,Bachelor's,m,other,2,27,,1,83
14401,HR,region_2,Master's & above,f,other,1,46,3,10,47
44085,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,30,1,3,49
46389,Legal,region_31,Master's & above,m,sourcing,1,35,3,7,60
59589,Technology,region_2,Master's & above,f,other,2,35,3,9,81
36005,Procurement,region_7,Master's & above,m,sourcing,1,57,1,16,73
31832,Operations,region_22,Bachelor's,m,other,2,34,3,3,64
33652,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,26,5,4,48
67715,Sales & Marketing,region_32,Bachelor's,m,other,1,29,5,2,49
43102,Sales & Marketing,region_32,Bachelor's,f,sourcing,1,29,3,3,50
45375,Legal,region_22,Bachelor's,m,referred,1,29,3,4,55
30249,Sales & Marketing,region_2,Master's & above,m,other,1,54,4,27,54
59029,Operations,region_32,Bachelor's,m,sourcing,1,33,3,7,60
58084,Operations,region_2,Bachelor's,f,other,1,49,4,11,58
16222,Technology,region_10,Bachelor's,m,other,1,26,3,3,80
46040,Technology,region_10,Bachelor's,m,other,1,33,3,6,82
37559,Operations,region_6,Bachelor's,m,sourcing,2,33,3,7,60
35361,Operations,region_2,Bachelor's,m,sourcing,1,41,3,10,61
47379,Sales & Marketing,region_4,Master's & above,m,other,1,34,2,2,44
56753,R&D,region_4,Master's & above,m,other,1,30,3,6,87
14899,Operations,region_15,Bachelor's,m,other,1,35,4,9,60
5531,Operations,region_2,Bachelor's,f,sourcing,2,29,5,2,62
23664,HR,region_2,Master's & above,f,other,1,47,4,5,47
2228,Technology,region_28,Bachelor's,f,other,1,26,1,3,77
57043,Analytics,region_22,Bachelor's,m,sourcing,1,32,3,6,83
61379,Operations,region_2,Master's & above,f,sourcing,1,51,3,7,63
55229,Procurement,region_13,Master's & above,m,other,1,46,2,6,71
63298,Procurement,region_22,Bachelor's,f,other,1,29,,1,67
76085,Technology,region_27,Bachelor's,m,sourcing,1,37,4,6,82
30443,Analytics,region_28,Master's & above,m,other,2,41,5,7,86
16137,Sales & Marketing,region_6,Bachelor's,m,other,1,38,3,14,46
61857,Sales & Marketing,region_13,Master's & above,m,sourcing,1,45,3,7,50
2617,Operations,region_2,Bachelor's,f,other,1,39,4,13,60
38238,Finance,region_7,Master's & above,m,sourcing,1,33,1,7,64
1589,Sales & Marketing,region_10,Master's & above,m,sourcing,1,38,5,9,52
50386,Sales & Marketing,region_16,Bachelor's,m,other,1,26,5,2,48
26816,Procurement,region_13,Bachelor's,m,sourcing,1,31,5,6,71
42761,Procurement,region_31,Master's & above,m,other,1,37,5,5,73
50011,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,31,5,3,48
43450,Analytics,region_22,Bachelor's,m,sourcing,1,26,,1,87
3242,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,28,2,2,54
58320,Finance,region_2,Master's & above,m,sourcing,1,34,1,8,58
72514,Procurement,region_16,Master's & above,m,other,2,34,3,2,68
40640,Procurement,region_27,Master's & above,m,sourcing,1,42,4,4,76
68285,Finance,region_2,Master's & above,f,other,1,50,3,4,56
37528,Sales & Marketing,region_1,,m,sourcing,1,29,2,5,47
25862,HR,region_2,Master's & above,f,sourcing,1,42,5,5,50
22322,Operations,region_27,Bachelor's,m,other,1,47,3,18,59
21841,Procurement,region_21,Bachelor's,m,sourcing,1,29,3,4,70
60125,Operations,region_2,Bachelor's,f,other,1,31,3,3,59
40861,Operations,region_34,Bachelor's,m,sourcing,1,40,3,5,56
16371,Operations,region_22,Bachelor's,m,sourcing,1,34,5,9,81
71796,Finance,region_15,Bachelor's,m,other,1,31,3,4,57
67823,Operations,region_22,Bachelor's,f,sourcing,1,44,5,3,58
69196,Procurement,region_7,Bachelor's,f,sourcing,1,33,3,6,67
55338,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,29,3,2,51
14136,Operations,region_4,Master's & above,f,sourcing,1,33,5,6,93
5079,Operations,region_22,Bachelor's,f,other,1,33,5,9,57
9657,Operations,region_2,Bachelor's,f,sourcing,1,59,3,12,60
72357,Operations,region_2,Master's & above,m,other,1,40,4,7,58
15789,Technology,region_7,Bachelor's,m,sourcing,2,32,4,5,78
7125,Sales & Marketing,region_7,Bachelor's,m,other,1,28,5,4,63
33738,Operations,region_2,Bachelor's,m,sourcing,1,48,3,7,62
4294,Operations,region_19,Bachelor's,m,other,1,32,4,7,54
63966,Sales & Marketing,region_23,Bachelor's,m,sourcing,2,30,4,7,51
40762,Operations,region_21,Bachelor's,m,other,1,33,4,9,60
68375,Finance,region_22,Bachelor's,f,sourcing,1,28,3,3,57
11846,Sales & Marketing,region_16,Master's & above,m,sourcing,1,37,4,4,54
38731,Sales & Marketing,region_2,Bachelor's,m,other,1,32,4,4,51
16068,Sales & Marketing,region_2,Bachelor's,f,other,1,31,1,3,48
70850,Sales & Marketing,region_2,Bachelor's,m,other,2,40,4,10,52
61573,Analytics,region_26,Bachelor's,m,other,2,30,3,9,85
38907,Sales & Marketing,region_32,Bachelor's,f,other,1,32,5,5,49
23461,Finance,region_27,Bachelor's,m,sourcing,3,23,,1,59
44489,Sales & Marketing,region_9,,m,other,1,23,,1,56
19827,Procurement,region_27,Master's & above,f,sourcing,1,34,4,7,74
76668,Procurement,region_11,Master's & above,m,sourcing,1,50,3,18,71
45085,Analytics,region_7,Bachelor's,m,sourcing,1,29,3,2,84
60654,Sales & Marketing,region_6,,m,other,1,30,5,5,47
48910,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,32,1,3,53
72082,Operations,region_27,Bachelor's,f,other,1,34,3,3,64
22200,Finance,region_13,Bachelor's,m,other,2,29,3,2,59
43893,Procurement,region_16,Bachelor's,f,sourcing,1,26,3,3,72
77137,Operations,region_15,Bachelor's,f,other,1,32,3,7,60
34431,Sales & Marketing,region_2,,m,other,1,22,,1,51
34085,Technology,region_2,Master's & above,f,sourcing,1,32,1,5,78
28120,Procurement,region_27,Bachelor's,m,other,1,43,5,4,81
49022,Analytics,region_22,Master's & above,m,other,2,41,3,2,84
34069,HR,region_2,Bachelor's,m,sourcing,1,27,1,2,48
62775,R&D,region_2,Bachelor's,m,other,1,27,5,2,79
35063,Technology,region_7,Bachelor's,f,other,1,29,1,5,79
24136,Technology,region_2,Bachelor's,m,sourcing,1,60,2,5,81
64242,Sales & Marketing,region_5,Bachelor's,m,other,2,28,3,5,51
59751,Operations,region_22,Bachelor's,f,sourcing,1,26,1,3,55
44178,Technology,region_13,Bachelor's,f,sourcing,1,29,3,7,75
73870,Sales & Marketing,region_7,Bachelor's,m,other,1,24,4,2,50
1547,R&D,region_22,Master's & above,m,sourcing,1,28,,1,85
36237,Procurement,region_26,Bachelor's,f,other,2,49,5,22,71
15215,HR,region_2,Bachelor's,f,sourcing,1,37,5,9,60
12811,Sales & Marketing,region_15,,m,other,1,32,1,2,47
70413,Technology,region_6,Bachelor's,m,other,1,24,,1,79
66122,Analytics,region_2,Bachelor's,m,sourcing,1,28,,1,81
54334,Procurement,region_2,Master's & above,m,sourcing,1,45,5,3,74
700,Analytics,region_22,,m,other,1,33,3,10,87
76355,Procurement,region_7,Master's & above,f,other,2,35,3,9,67
32555,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,29,1,2,45
48784,Sales & Marketing,region_2,,f,other,1,22,5,1,45
26197,HR,region_25,Master's & above,m,sourcing,1,49,4,8,51
15262,Sales & Marketing,region_25,Bachelor's,m,other,2,29,5,5,52
10514,Analytics,region_30,Bachelor's,m,other,2,30,2,3,81
11521,Sales & Marketing,region_2,Bachelor's,m,other,3,31,3,5,45
5494,Sales & Marketing,region_25,Bachelor's,m,other,1,33,5,10,58
32115,Sales & Marketing,region_2,Bachelor's,m,other,2,27,5,3,50
31670,Operations,region_15,,m,other,1,38,3,2,62
31910,Procurement,region_13,Bachelor's,f,sourcing,1,33,2,4,75
72748,Technology,region_16,Bachelor's,f,other,1,27,4,4,81
3208,Finance,region_27,Bachelor's,m,sourcing,1,24,3,3,66
47019,Procurement,region_13,Master's & above,f,other,1,32,3,5,67
21007,Operations,region_7,Master's & above,f,sourcing,1,35,3,7,59
52527,Operations,region_19,Master's & above,m,sourcing,1,34,3,9,60
60950,Analytics,region_26,Bachelor's,f,other,1,30,4,6,84
6675,Sales & Marketing,region_15,Bachelor's,m,other,1,45,3,14,51
38284,Sales & Marketing,region_32,,f,sourcing,1,29,3,5,52
66600,Technology,region_13,Bachelor's,f,other,1,34,3,2,72
52520,Sales & Marketing,region_2,Bachelor's,m,other,1,27,1,3,45
34181,Sales & Marketing,region_13,Bachelor's,m,other,1,30,,1,49
49610,Technology,region_2,Bachelor's,m,other,1,28,1,4,76
22663,Operations,region_22,Bachelor's,m,other,1,34,3,7,59
12732,Technology,region_2,Bachelor's,f,sourcing,1,29,,1,80
25755,Technology,region_34,Bachelor's,m,other,1,30,4,4,81
61611,Sales & Marketing,region_17,Bachelor's,m,sourcing,2,37,3,7,49
2420,Procurement,region_15,Bachelor's,f,sourcing,1,36,3,2,69
75643,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,32,1,3,50
32020,Sales & Marketing,region_4,Master's & above,f,sourcing,1,32,3,6,49
77186,Sales & Marketing,region_7,Bachelor's,m,other,1,30,5,7,49
9064,Sales & Marketing,region_7,,m,other,1,36,3,5,51
40441,Analytics,region_20,Bachelor's,m,sourcing,2,30,4,3,80
32573,Operations,region_2,Master's & above,f,other,1,36,5,8,62
30192,Finance,region_7,Master's & above,m,sourcing,2,33,3,2,94
54211,Procurement,region_2,Bachelor's,f,other,1,41,3,13,71
61905,Analytics,region_31,Bachelor's,f,sourcing,1,30,3,6,87
66795,Technology,region_17,Master's & above,f,sourcing,1,41,1,14,80
42697,Operations,region_8,Bachelor's,f,sourcing,1,33,3,10,65
8650,Procurement,region_22,Bachelor's,m,referred,2,27,5,3,71
14583,Analytics,region_22,Bachelor's,m,other,2,30,2,7,96
969,Procurement,region_2,Master's & above,m,other,1,50,5,7,98
11626,Analytics,region_22,,m,sourcing,1,27,,1,88
24135,Finance,region_32,Bachelor's,m,other,1,29,1,2,61
12218,Technology,region_13,Master's & above,f,other,1,59,3,4,79
41449,Procurement,region_26,Bachelor's,f,sourcing,1,24,,1,74
9361,Operations,region_20,Bachelor's,m,sourcing,1,31,2,3,56
66825,Procurement,region_2,Master's & above,m,sourcing,1,42,4,4,69
